-1	0.000170	0.000000
-0.999000	0.000480	0.000333
-0.998000	0.000770	0.000667
-0.997000	0.001260	0.001000
-0.996000	0.001410	0.001333
-0.995000	0.001690	0.001667
-0.994000	0.002550	0.002000
-0.993000	0.002290	0.002333
-0.992000	0.002770	0.002667
-0.991000	0.003020	0.003000
-0.990000	0.003370	0.003333
-0.989000	0.003700	0.003667
-0.988000	0.003900	0.004000
-0.987000	0.004650	0.004333
-0.986000	0.005150	0.004667
-0.985000	0.005310	0.005000
-0.984000	0.005370	0.005333
-0.983000	0.005790	0.005667
-0.982000	0.006230	0.006000
-0.981000	0.006730	0.006333
-0.980000	0.006850	0.006667
-0.979000	0.007010	0.007000
-0.978000	0.007800	0.007333
-0.977000	0.007370	0.007667
-0.976000	0.008000	0.008000
-0.975000	0.008580	0.008333
-0.974000	0.009130	0.008667
-0.973000	0.009070	0.009000
-0.972000	0.010120	0.009333
-0.971000	0.009910	0.009667
-0.970000	0.010390	0.010000
-0.969000	0.010720	0.010333
-0.968000	0.010950	0.010667
-0.967000	0.011120	0.011000
-0.966000	0.011550	0.011333
-0.965000	0.011570	0.011667
-0.964000	0.011470	0.012000
-0.963000	0.012350	0.012333
-0.962000	0.012990	0.012667
-0.961000	0.013390	0.013000
-0.960000	0.014170	0.013333
-0.959000	0.013710	0.013667
-0.958000	0.014220	0.014000
-0.957000	0.014530	0.014333
-0.956000	0.015020	0.014667
-0.955000	0.015950	0.015000
-0.954000	0.015520	0.015333
-0.953000	0.015420	0.015667
-0.952000	0.016910	0.016000
-0.951000	0.016900	0.016333
-0.950000	0.016440	0.016667
-0.949000	0.017060	0.017000
-0.948000	0.017970	0.017333
-0.947000	0.017070	0.017667
-0.946000	0.018280	0.018000
-0.945000	0.018140	0.018333
-0.944000	0.018290	0.018667
-0.943000	0.018620	0.019000
-0.942000	0.019110	0.019333
-0.941000	0.020050	0.019667
-0.940000	0.020640	0.020000
-0.939000	0.020160	0.020333
-0.938000	0.021680	0.020667
-0.937000	0.021120	0.021000
-0.936000	0.022170	0.021333
-0.935000	0.021800	0.021667
-0.934000	0.023110	0.022000
-0.933000	0.022670	0.022333
-0.932000	0.023550	0.022667
-0.931000	0.022730	0.023000
-0.930000	0.023330	0.023333
-0.929000	0.024280	0.023667
-0.928000	0.024980	0.024000
-0.927000	0.023790	0.024333
-0.926000	0.024480	0.024667
-0.925000	0.024880	0.025000
-0.924000	0.024660	0.025333
-0.923000	0.025510	0.025667
-0.922000	0.025660	0.026000
-0.921000	0.025810	0.026333
-0.920000	0.026490	0.026667
-0.919000	0.027070	0.027000
-0.918000	0.027950	0.027333
-0.917000	0.028170	0.027667
-0.916000	0.028170	0.028000
-0.915000	0.029180	0.028333
-0.914000	0.029240	0.028667
-0.913000	0.029730	0.029000
-0.912000	0.029670	0.029333
-0.911000	0.029280	0.029667
-0.910000	0.029890	0.030000
-0.909000	0.030480	0.030333
-0.908000	0.031010	0.030667
-0.907000	0.031480	0.031000
-0.906000	0.031210	0.031333
-0.905000	0.031520	0.031667
-0.904000	0.033650	0.032000
-0.903000	0.033190	0.032333
-0.902000	0.033730	0.032667
-0.901000	0.033630	0.033000
-0.900000	0.033040	0.033333
-0.899000	0.033690	0.033667
-0.898000	0.034400	0.034000
-0.897000	0.034550	0.034333
-0.896000	0.035030	0.034667
-0.895000	0.035160	0.035000
-0.894000	0.035200	0.035333
-0.893000	0.034730	0.035667
-0.892000	0.036400	0.036000
-0.891000	0.036150	0.036333
-0.890000	0.037110	0.036667
-0.889000	0.037440	0.037000
-0.888000	0.036680	0.037333
-0.887000	0.037970	0.037667
-0.886000	0.038390	0.038000
-0.885000	0.038270	0.038333
-0.884000	0.037320	0.038667
-0.883000	0.039290	0.039000
-0.882000	0.039650	0.039333
-0.881000	0.040040	0.039667
-0.880000	0.040160	0.040000
-0.879000	0.040570	0.040333
-0.878000	0.040390	0.040667
-0.877000	0.041870	0.041000
-0.876000	0.042720	0.041333
-0.875000	0.042690	0.041667
-0.874000	0.042600	0.042000
-0.873000	0.043020	0.042333
-0.872000	0.042770	0.042667
-0.871000	0.044630	0.043000
-0.870000	0.043370	0.043333
-0.869000	0.043730	0.043667
-0.868000	0.045620	0.044000
-0.867000	0.044710	0.044333
-0.866000	0.045690	0.044667
-0.865000	0.043560	0.045000
-0.864000	0.045770	0.045333
-0.863000	0.045750	0.045667
-0.862000	0.045640	0.046000
-0.861000	0.046020	0.046333
-0.860000	0.045340	0.046667
-0.859000	0.046910	0.047000
-0.858000	0.046820	0.047333
-0.857000	0.047790	0.047667
-0.856000	0.047200	0.048000
-0.855000	0.048270	0.048333
-0.854000	0.048470	0.048667
-0.853000	0.049010	0.049000
-0.852000	0.049160	0.049333
-0.851000	0.048140	0.049667
-0.850000	0.050040	0.050000
-0.849000	0.050590	0.050333
-0.848000	0.049950	0.050667
-0.847000	0.051110	0.051000
-0.846000	0.051720	0.051333
-0.845000	0.051340	0.051667
-0.844000	0.052610	0.052000
-0.843000	0.052310	0.052333
-0.842000	0.052710	0.052667
-0.841000	0.054060	0.053000
-0.840000	0.052230	0.053333
-0.839000	0.053640	0.053667
-0.838000	0.055270	0.054000
-0.837000	0.054660	0.054333
-0.836000	0.054500	0.054667
-0.835000	0.055940	0.055000
-0.834000	0.054790	0.055333
-0.833000	0.056450	0.055667
-0.832000	0.056930	0.056000
-0.831000	0.056890	0.056333
-0.830000	0.057060	0.056667
-0.829000	0.056000	0.057000
-0.828000	0.056750	0.057333
-0.827000	0.058710	0.057667
-0.826000	0.057760	0.058000
-0.825000	0.058120	0.058333
-0.824000	0.059270	0.058667
-0.823000	0.058800	0.059000
-0.822000	0.060340	0.059333
-0.821000	0.061420	0.059667
-0.820000	0.060860	0.060000
-0.819000	0.060280	0.060333
-0.818000	0.060620	0.060667
-0.817000	0.060070	0.061000
-0.816000	0.062170	0.061333
-0.815000	0.062500	0.061667
-0.814000	0.062410	0.062000
-0.813000	0.061730	0.062333
-0.812000	0.064500	0.062667
-0.811000	0.063770	0.063000
-0.810000	0.063640	0.063333
-0.809000	0.063680	0.063667
-0.808000	0.063920	0.064000
-0.807000	0.065520	0.064333
-0.806000	0.065610	0.064667
-0.805000	0.064070	0.065000
-0.804000	0.064970	0.065333
-0.803000	0.066310	0.065667
-0.802000	0.065510	0.066000
-0.801000	0.066330	0.066333
-0.800000	0.067760	0.066667
-0.799000	0.068800	0.067000
-0.798000	0.067700	0.067333
-0.797000	0.068600	0.067667
-0.796000	0.070650	0.068000
-0.795000	0.069320	0.068333
-0.794000	0.068350	0.068667
-0.793000	0.069480	0.069000
-0.792000	0.071140	0.069333
-0.791000	0.070130	0.069667
-0.790000	0.070170	0.070000
-0.789000	0.070700	0.070333
-0.788000	0.070850	0.070667
-0.787000	0.070440	0.071000
-0.786000	0.071990	0.071333
-0.785000	0.072210	0.071667
-0.784000	0.071330	0.072000
-0.783000	0.072280	0.072333
-0.782000	0.072710	0.072667
-0.781000	0.073840	0.073000
