1	-10.12	-1.239	-19.98	-6.875	10.92	-6.979	2.563	4.376	-15.85	10.08	-2.622	-8.656	2.987	0.2658	2.176	-3.533	-18.45	-0.2527	-3.729	6.114	-16.11	-5.343	-2.129	0.6337	-3.451	-1.431	
2	-11.6	-1.005	-21.48	-6.867	9.426	-7.031	1.196	3.758	-14.39	10.45	-1.638	-7.524	4.317	-0.4283	2.542	-2.078	-19.05	1.119	-3.335	4.667	-17.6	-5.204	-1.05	1.675	-2.654	-2.702	
3	-13.08	-0.7711	-22.98	-6.859	7.927	-7.082	-0.1711	3.14	-12.94	10.81	-0.653	-6.393	5.646	-1.122	2.908	-0.6232	-19.66	2.49	-2.94	3.22	-19.09	-5.065	0.02937	2.717	-1.857	-3.973	
4	-14.56	-0.537	-24.48	-6.851	6.428	-7.134	-1.538	2.523	-11.48	11.17	0.3316	-5.261	6.976	-1.816	3.274	0.8315	-20.27	3.862	-2.545	1.773	-20.59	-4.926	1.109	3.759	-1.061	-5.244	
5	-16.05	-0.303	-25.98	-6.843	4.929	-7.186	-2.905	1.905	-10.03	11.54	1.316	-4.129	8.306	-2.51	3.64	2.286	-20.87	5.234	-2.151	0.3255	-22.08	-4.786	2.188	4.8	-0.2641	-6.515	
6	-17.53	-0.06894	-27.48	-6.835	3.429	-7.238	-4.272	1.287	-8.575	11.9	2.301	-2.998	9.636	-3.204	4.006	3.741	-21.48	6.605	-1.756	-1.122	-23.57	-4.647	3.267	5.842	0.5325	-7.786	
7	-19.01	0.1651	-28.98	-6.827	1.93	-7.29	-5.639	0.6698	-7.12	12.27	3.286	-1.866	10.97	-3.898	4.372	5.196	-22.09	7.977	-1.361	-2.569	-25.07	-4.508	4.347	6.884	1.329	-9.057	
8	-20.49	0.3992	-30.48	-6.819	0.4312	-7.341	-7.006	0.05217	-5.665	12.63	4.27	-0.7346	12.3	-4.593	4.738	6.65	-22.7	9.348	-0.9665	-4.016	-26.56	-4.369	5.426	7.926	2.126	-10.33	
9	-21.97	0.6332	-31.98	-6.811	-1.068	-7.393	-8.373	-0.5655	-4.21	13	5.255	0.397	13.63	-5.287	5.104	8.105	-23.3	10.72	-0.5717	-5.463	-28.05	-4.23	6.505	8.967	2.922	-11.6	
10	-23.45	0.8673	-33.48	-6.803	-2.567	-7.445	-9.74	-1.183	-2.755	13.36	6.239	1.529	14.95	-5.981	5.469	9.56	-23.91	12.09	-0.177	-6.91	-29.55	-4.09	7.584	10.01	3.719	-12.87	
11	-24.93	1.101	-34.98	-6.795	-4.066	-7.497	-11.11	-1.801	-1.3	13.73	7.224	2.66	16.28	-6.675	5.835	11.01	-24.52	13.46	0.2177	-8.357	-31.04	-3.951	8.664	11.05	4.516	-14.14	
