1	-2.445	-14.51	-38.89	2.608	-35.9	12.76	32.58	-11.31	-27.09	14.8	37.79	-15.06	-20.31	-2.728	-29.02	-9.595	13.05	11.62	-28.87	7.661	25.57	17.43	-26.6	6.564	-15.3	14.72	
2	-3.024	-14.91	-39.47	1.736	-34.99	13.12	33.27	-12.07	-28.02	15.61	37.27	-15.59	-20.36	-3.185	-28.6	-9.544	13.56	12	-29.24	7.642	26.43	18.22	-27.05	5.696	-15.58	13.73	
3	-3.603	-15.31	-40.06	0.8637	-34.08	13.48	33.97	-12.84	-28.95	16.42	36.76	-16.11	-20.42	-3.642	-28.19	-9.492	14.07	12.39	-29.6	7.622	27.28	19	-27.49	4.828	-15.85	12.73	
4	-4.181	-15.7	-40.64	-0.008556	-33.17	13.84	34.67	-13.61	-29.87	17.24	36.24	-16.64	-20.47	-4.098	-27.77	-9.44	14.58	12.78	-29.97	7.603	28.14	19.78	-27.94	3.96	-16.13	11.74	
5	-4.76	-16.1	-41.22	-0.8809	-32.27	14.2	35.36	-14.38	-30.8	18.05	35.73	-17.16	-20.52	-4.555	-27.36	-9.388	15.08	13.16	-30.33	7.584	28.99	20.57	-28.39	3.092	-16.41	10.75	
6	-5.339	-16.49	-41.8	-1.753	-31.36	14.56	36.06	-15.14	-31.73	18.86	35.22	-17.69	-20.57	-5.012	-26.94	-9.336	15.59	13.55	-30.69	7.565	29.84	21.35	-28.84	2.224	-16.68	9.76	
7	-5.918	-16.89	-42.39	-2.625	-30.45	14.91	36.76	-15.91	-32.66	19.67	34.7	-18.21	-20.63	-5.469	-26.52	-9.284	16.1	13.93	-31.06	7.546	30.7	22.14	-29.29	1.356	-16.96	8.768	
8	-6.497	-17.28	-42.97	-3.498	-29.54	15.27	37.46	-16.68	-33.58	20.48	34.19	-18.74	-20.68	-5.926	-26.11	-9.232	16.61	14.32	-31.42	7.527	31.55	22.92	-29.74	0.4881	-17.24	7.776	
9	-7.076	-17.68	-43.55	-4.37	-28.64	15.63	38.15	-17.44	-34.51	21.3	33.67	-19.26	-20.73	-6.382	-25.69	-9.181	17.12	14.71	-31.78	7.507	32.41	23.7	-30.19	-0.3798	-17.52	6.785	
10	-7.655	-18.07	-44.14	-5.242	-27.73	15.99	38.85	-18.21	-35.44	22.11	33.16	-19.79	-20.78	-6.839	-25.28	-9.129	17.63	15.09	-32.15	7.488	33.26	24.49	-30.64	-1.248	-17.79	5.793	
11	-8.233	-18.47	-44.72	-6.115	-26.82	16.35	39.55	-18.98	-36.37	22.92	32.65	-20.31	-20.84	-7.296	-24.86	-9.077	18.14	15.48	-32.51	7.469	34.12	25.27	-31.09	-2.116	-18.07	4.802	
12	-8.812	-18.87	-45.3	-6.987	-25.91	16.71	40.24	-19.75	-37.29	23.73	32.13	-20.84	-20.89	-7.753	-24.45	-9.025	18.65	15.87	-32.88	7.45	34.97	26.05	-31.54	-2.984	-18.35	3.81	
13	-9.391	-19.26	-45.88	-7.859	-25.01	17.07	40.94	-20.51	-38.22	24.54	31.62	-21.36	-20.94	-8.209	-24.03	-8.973	19.16	16.25	-33.24	7.431	35.83	26.84	-31.99	-3.852	-18.63	2.819	
14	-9.97	-19.66	-46.47	-8.732	-24.1	17.43	41.64	-21.28	-39.15	25.36	31.1	-21.89	-20.99	-8.666	-23.62	-8.921	19.67	16.64	-33.6	7.412	36.68	27.62	-32.44	-4.719	-18.9	1.827	
15	-10.55	-20.05	-47.05	-9.604	-23.19	17.79	42.33	-22.05	-40.07	26.17	30.59	-22.41	-21.05	-9.123	-23.2	-8.87	20.18	17.02	-33.97	7.393	37.53	28.41	-32.89	-5.587	-19.18	0.8354	
16	-11.13	-20.45	-47.63	-10.48	-22.28	18.14	43.03	-22.81	-41	26.98	30.08	-22.94	-21.1	-9.58	-22.79	-8.818	20.68	17.41	-34.33	7.373	38.39	29.19	-33.34	-6.455	-19.46	-0.1562	
17	-11.71	-20.84	-48.21	-11.35	-21.37	18.5	43.73	-23.58	-41.93	27.79	29.56	-23.46	-21.15	-10.04	-22.37	-8.766	21.19	17.8	-34.7	7.354	39.24	29.97	-33.79	-7.323	-19.74	-1.148	
18	-12.29	-21.24	-48.8	-12.22	-20.47	18.86	44.43	-24.35	-42.86	28.61	29.05	-23.99	-21.21	-10.49	-21.96	-8.714	21.7	18.18	-35.06	7.335	40.1	30.76	-34.24	-8.191	-20.01	-2.139	
19	-12.86	-21.64	-49.38	-13.09	-19.56	19.22	45.12	-25.11	-43.78	29.42	28.54	-24.51	-21.26	-10.95	-21.54	-8.662	22.21	18.57	-35.42	7.316	40.95	31.54	-34.69	-9.059	-20.29	-3.131	
20	-13.44	-22.03	-49.96	-13.97	-18.65	19.58	45.82	-25.88	-44.71	30.23	28.02	-25.03	-21.31	-11.41	-21.13	-8.61	22.72	18.96	-35.79	7.297	41.81	32.32	-35.14	-9.927	-20.57	-4.122	
21	-14.02	-22.43	-50.55	-14.84	-17.74	19.94	46.52	-26.65	-45.64	31.04	27.51	-25.56	-21.36	-11.86	-20.71	-8.559	23.23	19.34	-36.15	7.278	42.66	33.11	-35.59	-10.79	-20.85	-5.114	
22	-14.6	-22.82	-51.13	-15.71	-16.84	20.3	47.21	-27.42	-46.56	31.85	26.99	-26.08	-21.42	-12.32	-20.3	-8.507	23.74	19.73	-36.52	7.258	43.52	33.89	-36.04	-11.66	-21.12	-6.106	
23	-15.18	-23.22	-51.71	-16.58	-15.93	20.66	47.91	-28.18	-47.49	32.67	26.48	-26.61	-21.47	-12.78	-19.88	-8.455	24.25	20.11	-36.88	7.239	44.37	34.68	-36.49	-12.53	-21.4	-7.097	
24	-15.76	-23.61	-52.29	-17.45	-15.02	21.02	48.61	-28.95	-48.42	33.48	25.97	-27.13	-21.52	-13.23	-19.47	-8.403	24.76	20.5	-37.24	7.22	45.22	35.46	-36.94	-13.4	-21.68	-8.089	
25	-16.34	-24.01	-52.88	-18.33	-14.11	21.38	49.3	-29.72	-49.35	34.29	25.45	-27.66	-21.57	-13.69	-19.05	-8.351	25.27	20.89	-37.61	7.201	46.08	36.24	-37.39	-14.27	-21.96	-9.08	
26	-16.92	-24.4	-53.46	-19.2	-13.2	21.73	50	-30.48	-50.27	35.1	24.94	-28.18	-21.63	-14.15	-18.64	-8.299	25.78	21.27	-37.97	7.182	46.93	37.03	-37.84	-15.13	-22.23	-10.07	
27	-17.49	-24.8	-54.04	-20.07	-12.3	22.09	50.7	-31.25	-51.2	35.91	24.42	-28.71	-21.68	-14.6	-18.22	-8.247	26.28	21.66	-38.34	7.163	47.79	37.81	-38.29	-16	-22.51	-11.06	
28	-18.07	-25.2	-54.63	-20.94	-11.39	22.45	51.4	-32.02	-52.13	36.73	23.91	-29.23	-21.73	-15.06	-17.81	-8.196	26.79	22.05	-38.7	7.143	48.64	38.59	-38.74	-16.87	-22.79	-12.06	
29	-18.65	-25.59	-55.21	-21.82	-10.48	22.81	52.09	-32.79	-53.05	37.54	23.4	-29.76	-21.78	-15.52	-17.39	-8.144	27.3	22.43	-39.06	7.124	49.5	39.38	-39.19	-17.74	-23.07	-13.05	
30	-19.23	-25.99	-55.79	-22.69	-9.574	23.17	52.79	-33.55	-53.98	38.35	22.88	-30.28	-21.84	-15.97	-16.98	-8.092	27.81	22.82	-39.43	7.105	50.35	40.16	-39.64	-18.61	-23.34	-14.04	
31	-19.81	-26.38	-56.37	-23.56	-8.666	23.53	53.49	-34.32	-54.91	39.16	22.37	-30.81	-21.89	-16.43	-16.56	-8.04	28.32	23.2	-39.79	7.086	51.21	40.94	-40.09	-19.47	-23.62	-15.03	
32	-20.39	-26.78	-56.96	-24.43	-7.758	23.89	54.18	-35.09	-55.84	39.97	21.85	-31.33	-21.94	-16.89	-16.15	-7.988	28.83	23.59	-40.16	7.067	52.06	41.73	-40.54	-20.34	-23.9	-16.02	
33	-20.97	-27.17	-57.54	-25.31	-6.851	24.25	54.88	-35.85	-56.76	40.79	21.34	-31.86	-22	-17.34	-15.73	-7.936	29.34	23.98	-40.52	7.048	52.91	42.51	-40.98	-21.21	-24.17	-17.01	
34	-21.55	-27.57	-58.12	-26.18	-5.943	24.61	55.58	-36.62	-57.69	41.6	20.83	-32.38	-22.05	-17.8	-15.32	-7.885	29.85	24.36	-40.88	7.028	53.77	43.3	-41.43	-22.08	-24.45	-18	
35	-22.13	-27.97	-58.71	-27.05	-5.035	24.96	56.27	-37.39	-58.62	42.41	20.31	-32.91	-22.1	-18.26	-14.9	-7.833	30.36	24.75	-41.25	7.009	54.62	44.08	-41.88	-22.95	-24.73	-19	
36	-22.7	-28.36	-59.29	-27.92	-4.127	25.32	56.97	-38.15	-59.55	43.22	19.8	-33.43	-22.15	-18.71	-14.49	-7.781	30.87	25.14	-41.61	6.99	55.48	44.86	-42.33	-23.81	-25.01	-19.99	
37	-23.28	-28.76	-59.87	-28.79	-3.22	25.68	57.67	-38.92	-60.47	44.03	19.29	-33.96	-22.21	-19.17	-14.07	-7.729	31.38	25.52	-41.98	6.971	56.33	45.65	-42.78	-24.68	-25.28	-20.98	
38	-23.86	-29.15	-60.45	-29.67	-2.312	26.04	58.37	-39.69	-61.4	44.85	18.77	-34.48	-22.26	-19.63	-13.66	-7.677	31.88	25.91	-42.34	6.952	57.19	46.43	-43.23	-25.55	-25.56	-21.97	
39	-24.44	-29.55	-61.04	-30.54	-1.404	26.4	59.06	-40.46	-62.33	45.66	18.26	-35.01	-22.31	-20.09	-13.24	-7.625	32.39	26.29	-42.7	6.933	58.04	47.21	-43.68	-26.42	-25.84	-22.96	
40	-25.02	-29.94	-61.62	-31.41	-0.4964	26.76	59.76	-41.22	-63.25	46.47	17.74	-35.53	-22.36	-20.54	-12.83	-7.573	32.9	26.68	-43.07	6.914	58.89	48	-44.13	-27.29	-26.12	-23.95	
